lat,lon,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11
29.5,76.25,-266.95127999999994,-264.12589999999994,-258.78459999999995,-251.45914999999997,-245.66706999999997,-241.99301999999994,-244.17465999999996,-246.89029999999997,-248.27777999999995,-252.18973999999997,-257.03059999999994
29.5,76.875,-266.56052999999997,-263.66052999999994,-258.52512999999993,-251.22632999999996,-245.84195999999997,-242.22895999999997,-244.95844999999997,-247.25949999999995,-248.55954999999994,-252.93521999999996,-257.79179999999997
29.5,77.5,-266.06265999999994,-263.00846999999993,-258.18947,-251.14299999999997,-246.00977999999998,-242.39197999999993,-245.91559999999993,-247.37717999999995,-248.58505999999994,-253.77769999999998,-258.39621999999997
29.5,78.125,-264.25696999999997,-261.9510599999999,-256.99362999999994,-250.36121999999995,-245.83237999999994,-242.58362999999997,-245.95136999999994,-247.29779999999994,-248.21631999999994,-253.15067999999997,-257.1715
29.5,78.75,-263.89646999999997,-262.23677,-257.17911999999995,-251.33359999999993,-247.17157999999995,-244.19509999999997,-247.43573999999995,-248.41071999999997,-249.12099999999998,-252.98737999999997,-257.20691999999997
29.5,79.375,-266.45379999999994,-265.46063999999996,-260.56749999999994,-255.46042999999997,-251.97147999999993,-248.87113999999997,-250.59199999999993,-251.22369999999995,-252.13429999999994,-255.80869999999993,-260.13816999999995
29.5,80.0,-268.17984999999993,-267.49492,-262.76606,-257.67267999999996,-254.67282999999998,-251.86096999999995,-252.65851999999995,-252.94171999999998,-253.88169999999997,-257.49567999999994,-261.5760599999999
29.5,80.625,-269.66769999999997,-269.61197999999996,-265.08487999999994,-260.42893999999995,-257.07556999999997,-254.26721999999995,-254.37323999999995,-254.83005999999995,-255.54914999999994,-259.11716999999993,-263.09754999999996
29.5,81.25,-274.19593999999995,-274.48004999999995,-270.56129999999996,-265.60913999999997,-262.39435999999995,-259.44769999999994,-257.85079999999994,-258.5677299999999,-259.77543,-263.39817999999997,-267.42969999999997
30.0,72.5,-264.64949999999993,-263.04886999999997,-257.21162,-251.95966999999996,-245.29206999999997,-241.07999999999993,-241.50632999999993,-244.46339999999998,-246.56424999999996,-249.48383999999993,-255.71991999999995
30.0,73.125,-264.80951999999996,-263.01075,-257.48984999999993,-251.68674999999996,-245.08893999999998,-241.22999999999996,-241.43927999999994,-244.41297999999995,-246.36005999999998,-249.64285999999993,-255.50977999999998
